Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Area Count,Crop Flow(bu/h),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Moisture(%),Speed(mph),Swath Width(ft),Yield (Dry)(bu/ac),Yield (Wet)(bu/ac),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac)
-86.18832873,40.98260275,AULT,HOME,BACK LANE44,On,939.18,15.65,7/9/2020,Yes,806.13,12.10,1.658,35.00,133.56,133.56,8013.4,8013.4
-86.18833776,40.98260250,AULT,HOME,BACK LANE44,On,813.00,13.55,7/9/2020,Yes,806.12,11.40,1.689,35.00,113.47,113.47,6808.2,6808.2
-86.18834667,40.98260232,AULT,HOME,BACK LANE44,On,788.81,13.15,7/9/2020,Yes,806.11,11.80,1.658,35.00,112.17,112.17,6730.4,6730.4
-86.18835590,40.98260193,AULT,HOME,BACK LANE44,On,774.38,12.91,7/9/2020,Yes,806.10,12.10,1.691,35.00,107.94,107.94,6476.2,6476.2
-86.18836510,40.98260155,AULT,HOME,BACK LANE44,On,854.31,14.24,7/9/2020,Yes,806.06,12.00,1.687,35.00,119.39,119.39,7163.6,7163.6
-86.18837421,40.98260103,AULT,HOME,BACK LANE44,On,915.41,15.26,7/9/2020,Yes,805.95,12.10,1.752,35.00,123.19,123.19,7391.6,7391.6
-86.18838349,40.98260035,AULT,HOME,BACK LANE44,On,906.98,15.12,7/9/2020,Yes,805.92,12.70,1.722,35.00,124.12,124.12,7447.2,7447.2
-86.18839272,40.98259952,AULT,HOME,BACK LANE44,On,891.46,14.86,7/9/2020,Yes,805.82,12.60,1.725,35.00,121.84,121.84,7310.2,7310.2
-86.18840286,40.98259858,AULT,HOME,BACK LANE44,On,886.34,14.77,7/9/2020,Yes,805.76,12.30,1.859,35.00,112.39,112.39,6743.5,6743.5
-86.18841347,40.98259779,AULT,HOME,BACK LANE44,On,998.30,16.64,7/9/2020,Yes,805.75,11.80,2.042,35.00,115.22,115.22,6913.2,6913.2
-86.18842421,40.98259693,AULT,HOME,BACK LANE44,On,940.21,15.67,7/9/2020,Yes,805.65,12.10,2.045,35.00,108.40,108.40,6503.7,6503.7
-86.18843483,40.98259617,AULT,HOME,BACK LANE44,On,919.78,15.33,7/9/2020,Yes,805.65,12.40,2.049,35.00,105.81,105.81,6348.6,6348.6
-86.18844644,40.98259510,AULT,HOME,BACK LANE44,On,930.84,15.51,7/9/2020,Yes,805.58,12.00,2.177,35.00,100.81,100.81,6048.5,6048.5
-86.18845807,40.98259388,AULT,HOME,BACK LANE44,On,863.50,14.39,7/9/2020,Yes,805.55,11.90,2.284,34.94,89.27,89.27,5356.2,5356.2
-86.18847058,40.98259238,AULT,HOME,BACK LANE44,On,958.77,15.98,7/9/2020,Yes,805.54,12.20,2.293,33.84,101.94,101.94,6116.3,6116.3
-86.18848366,40.98259088,AULT,HOME,BACK LANE44,On,872.24,14.54,7/9/2020,Yes,805.54,12.30,2.505,32.44,88.55,88.55,5312.8,5312.8
-86.18849741,40.98258917,AULT,HOME,BACK LANE44,On,990.47,16.51,7/9/2020,Yes,805.45,12.20,2.537,30.73,104.84,104.84,6290.5,6290.5
-86.18851202,40.98258781,AULT,HOME,BACK LANE44,On,882.98,14.72,7/9/2020,Yes,805.40,12.70,2.731,28.99,91.99,91.99,5519.5,5519.5
-86.18852776,40.98258675,AULT,HOME,BACK LANE44,On,992.25,16.54,7/9/2020,Yes,805.37,13.40,2.877,27.70,102.74,102.74,6164.6,6164.6
-86.18854312,40.98258570,AULT,HOME,BACK LANE44,On,914.59,15.24,7/9/2020,Yes,805.32,13.70,2.933,26.56,96.67,96.89,5800.0,5813.4
-86.18855886,40.98258487,AULT,HOME,BACK LANE44,On,983.97,16.40,7/9/2020,Yes,805.31,13.40,2.919,26.00,106.97,106.97,6417.9,6417.9
-86.18857421,40.98258413,AULT,HOME,BACK LANE44,On,1027.7,17.13,7/9/2020,Yes,805.31,13.00,2.991,25.50,111.19,111.19,6671.2,6671.2
-86.18858960,40.98258370,AULT,HOME,BACK LANE44,On,992.74,16.55,7/9/2020,Yes,805.34,13.20,2.980,25.30,108.64,108.64,6518.2,6518.2
-86.18860482,40.98258317,AULT,HOME,BACK LANE44,On,1000.8,16.68,7/9/2020,Yes,805.44,13.50,2.964,25.29,110.14,110.14,6608.3,6608.3
-86.18862001,40.98258292,AULT,HOME,BACK LANE44,On,1066.8,17.78,7/9/2020,Yes,805.56,13.40,2.953,25.24,118.11,118.11,7086.3,7086.3
-86.18863549,40.98258293,AULT,HOME,BACK LANE44,On,1144.4,19.07,7/9/2020,Yes,805.61,12.80,2.982,25.23,125.48,125.48,7528.8,7528.8
-86.18865117,40.98258275,AULT,HOME,BACK LANE44,On,1150.1,19.17,7/9/2020,Yes,805.72,12.80,2.962,25.27,126.77,126.77,7606.2,7606.2
-86.18866682,40.98258296,AULT,HOME,BACK LANE44,On,1116.4,18.61,7/9/2020,Yes,805.78,13.10,3.002,25.22,121.64,121.64,7298.2,7298.2
-86.18868279,40.98258301,AULT,HOME,BACK LANE44,On,1028.3,17.14,7/9/2020,Yes,805.82,13.20,2.984,25.29,112.41,112.41,6744.5,6744.5
-86.18869854,40.98258308,AULT,HOME,BACK LANE44,On,998.10,16.64,7/9/2020,Yes,805.86,12.90,2.959,25.29,110.04,110.04,6602.3,6602.3
-86.18871432,40.98258326,AULT,HOME,BACK LANE44,On,1084.5,18.07,7/9/2020,Yes,805.97,12.80,2.975,25.26,119.04,119.04,7142.5,7142.5
-86.18872979,40.98258329,AULT,HOME,BACK LANE44,On,1126.1,18.77,7/9/2020,Yes,806.06,13.30,2.959,25.31,124.05,124.05,7443.2,7443.2
-86.18874542,40.98258340,AULT,HOME,BACK LANE44,On,1062.6,17.71,7/9/2020,Yes,806.10,13.40,2.991,25.32,115.76,115.76,6945.6,6945.6
-86.18876123,40.98258343,AULT,HOME,BACK LANE44,On,970.09,16.17,7/9/2020,Yes,806.15,13.40,3.002,25.35,105.15,105.15,6309.0,6309.0
-86.18877709,40.98258329,AULT,HOME,BACK LANE44,On,1061.3,17.69,7/9/2020,Yes,806.22,12.50,2.944,25.34,117.36,117.36,7041.5,7041.5
-86.18879290,40.98258299,AULT,HOME,BACK LANE44,On,1095.2,18.25,7/9/2020,Yes,806.29,12.40,2.993,25.22,119.72,119.72,7183.3,7183.3
-86.18880842,40.98258233,AULT,HOME,BACK LANE44,On,1120.3,18.67,7/9/2020,Yes,806.35,12.80,2.955,25.04,124.92,124.92,7495.0,7495.0
-86.18882421,40.98258148,AULT,HOME,BACK LANE44,On,1045.7,17.43,7/9/2020,Yes,806.40,13.10,2.997,24.81,116.01,116.01,6960.3,6960.3
-86.18883992,40.98258024,AULT,HOME,BACK LANE44,On,1020.1,17.00,7/9/2020,Yes,806.49,12.60,2.984,24.52,115.00,115.00,6900.2,6900.2
-86.18885569,40.98257894,AULT,HOME,BACK LANE44,On,1027.3,17.12,7/9/2020,Yes,806.56,12.50,2.973,24.14,118.07,118.07,7084.5,7084.5
-86.18887122,40.98257779,AULT,HOME,BACK LANE44,On,991.24,16.52,7/9/2020,Yes,806.58,12.60,2.971,23.77,115.80,115.80,6947.9,6947.9
-86.18888533,40.98257705,AULT,HOME,BACK LANE44,On,925.57,15.43,7/9/2020,Yes,806.67,12.80,2.796,23.53,116.06,116.06,6963.5,6963.5
-86.18890006,40.98257624,AULT,HOME,BACK LANE44,On,885.38,14.76,7/9/2020,Yes,806.71,12.70,2.742,23.42,113.75,113.75,6824.8,6824.8
-86.18891472,40.98257545,AULT,HOME,BACK LANE44,On,917.38,15.29,7/9/2020,Yes,806.70,12.40,2.736,23.29,118.78,118.78,7126.8,7126.8
-86.18892945,40.98257470,AULT,HOME,BACK LANE44,On,746.48,12.44,7/9/2020,Yes,806.68,12.40,2.778,23.11,95.90,95.90,5754.2,5754.2
-86.18894414,40.98257402,AULT,HOME,BACK LANE44,On,780.59,13.01,7/9/2020,Yes,806.73,12.70,2.776,22.94,101.13,101.13,6067.6,6067.6
-86.18895865,40.98257334,AULT,HOME,BACK LANE44,On,778.62,12.98,7/9/2020,Yes,806.79,12.80,2.783,22.77,101.37,101.37,6082.1,6082.1
-86.18897397,40.98257263,AULT,HOME,BACK LANE44,On,818.25,13.64,7/9/2020,Yes,806.86,12.30,2.870,22.60,104.05,104.05,6243.2,6243.2
-86.18898946,40.98257190,AULT,HOME,BACK LANE44,On,867.86,14.46,7/9/2020,Yes,806.91,11.80,2.919,22.45,109.26,109.26,6555.8,6555.8
-86.18900528,40.98257118,AULT,HOME,BACK LANE44,On,852.21,14.20,7/9/2020,Yes,806.99,12.50,2.993,22.18,105.92,105.92,6354.9,6354.9
-86.18902111,40.98257051,AULT,HOME,BACK LANE44,On,773.66,12.89,7/9/2020,Yes,807.03,12.10,2.991,21.90,97.47,97.47,5847.9,5847.9
-86.18903713,40.98256983,AULT,HOME,BACK LANE44,On,781.06,13.02,7/9/2020,Yes,807.04,12.00,3.000,21.62,99.37,99.37,5962.1,5962.1
-86.18905308,40.98256935,AULT,HOME,BACK LANE44,On,987.54,16.46,7/9/2020,Yes,807.02,12.40,2.980,21.31,128.34,128.34,7700.3,7700.3
-86.18906916,40.98256889,AULT,HOME,BACK LANE44,On,954.95,15.92,7/9/2020,Yes,806.97,12.50,2.984,21.01,125.68,125.68,7540.7,7540.7
-86.18908528,40.98256876,AULT,HOME,BACK LANE44,On,925.21,15.42,7/9/2020,Yes,806.92,12.30,3.036,20.75,121.16,121.16,7269.4,7269.4
-86.18910112,40.98256877,AULT,HOME,BACK LANE44,On,936.42,15.61,7/9/2020,Yes,806.87,12.10,3.020,20.75,123.26,123.26,7395.7,7395.7
-86.18911703,40.98256901,AULT,HOME,BACK LANE44,On,881.16,14.69,7/9/2020,Yes,806.86,12.60,2.937,20.65,119.84,119.84,7190.6,7190.6
-86.18913258,40.98256935,AULT,HOME,BACK LANE44,On,857.14,14.29,7/9/2020,Yes,806.84,12.60,2.997,20.76,113.65,113.65,6818.9,6818.9
-86.18914796,40.98256969,AULT,HOME,BACK LANE44,On,888.89,14.81,7/9/2020,Yes,806.92,12.10,2.991,20.95,117.01,117.01,7020.8,7020.8
-86.18916343,40.98256980,AULT,HOME,BACK LANE44,On,921.08,15.35,7/9/2020,Yes,806.98,12.30,2.982,21.16,120.45,120.45,7226.8,7226.8
-86.18917902,40.98256978,AULT,HOME,BACK LANE44,On,838.81,13.98,7/9/2020,Yes,807.06,12.50,2.991,21.30,108.65,108.65,6519.2,6519.2
-86.18919582,40.98256978,AULT,HOME,BACK LANE44,On,895.88,14.93,7/9/2020,Yes,807.12,12.20,3.085,21.38,112.08,112.08,6724.7,6724.7
-86.18921254,40.98256947,AULT,HOME,BACK LANE44,On,758.63,12.64,7/9/2020,Yes,807.23,12.00,3.212,21.45,90.82,90.82,5449.2,5449.2
-86.18922932,40.98256936,AULT,HOME,BACK LANE44,On,887.72,14.80,7/9/2020,Yes,807.36,12.30,3.232,21.44,105.68,105.68,6340.6,6340.6
-86.18924640,40.98256927,AULT,HOME,BACK LANE44,On,858.05,14.30,7/9/2020,Yes,807.40,12.50,3.214,21.49,102.46,102.46,6147.7,6147.7
-86.18926367,40.98256918,AULT,HOME,BACK LANE44,On,942.12,15.70,7/9/2020,Yes,807.43,12.40,3.212,21.48,112.63,112.63,6757.9,6757.9
-86.18928074,40.98256905,AULT,HOME,BACK LANE44,On,910.59,15.18,7/9/2020,Yes,807.42,12.10,3.244,21.45,107.96,107.96,6477.6,6477.6
-86.18929818,40.98256867,AULT,HOME,BACK LANE44,On,931.54,15.53,7/9/2020,Yes,807.42,12.50,3.293,21.40,109.06,109.06,6543.6,6543.6
-86.18931552,40.98256840,AULT,HOME,BACK LANE44,On,849.72,14.16,7/9/2020,Yes,807.45,12.70,3.203,21.30,102.75,102.75,6164.8,6164.8
-86.18933280,40.98256840,AULT,HOME,BACK LANE44,On,911.79,15.20,7/9/2020,Yes,807.36,12.30,3.210,21.29,110.07,110.07,6604.4,6604.4
-86.18934980,40.98256848,AULT,HOME,BACK LANE44,On,980.69,16.34,7/9/2020,Yes,807.34,12.50,3.279,21.44,115.05,115.05,6903.3,6903.3
-86.18936664,40.98256817,AULT,HOME,BACK LANE44,On,910.23,15.17,7/9/2020,Yes,807.42,12.90,3.219,21.62,107.92,107.92,6475.0,6475.0
-86.18938322,40.98256774,AULT,HOME,BACK LANE44,On,839.15,13.99,7/9/2020,Yes,807.54,13.00,3.212,21.61,99.74,99.74,5984.5,5984.5
-86.18940033,40.98256754,AULT,HOME,BACK LANE44,On,837.44,13.96,7/9/2020,Yes,807.67,12.50,3.241,21.56,98.87,98.87,5932.3,5932.3
-86.18941752,40.98256737,AULT,HOME,BACK LANE44,On,840.60,14.01,7/9/2020,Yes,807.69,12.30,3.264,21.59,98.41,98.41,5904.9,5904.9
-86.18943456,40.98256707,AULT,HOME,BACK LANE44,On,916.16,15.27,7/9/2020,Yes,807.81,12.60,3.226,21.65,108.25,108.25,6494.8,6494.8
-86.18945144,40.98256690,AULT,HOME,BACK LANE44,On,829.83,13.83,7/9/2020,Yes,807.87,12.70,3.248,21.61,97.52,97.52,5851.1,5851.1
-86.18946874,40.98256671,AULT,HOME,BACK LANE44,On,903.01,15.05,7/9/2020,Yes,807.88,12.10,3.197,21.60,107.89,107.89,6473.5,6473.5
-86.18948613,40.98256658,AULT,HOME,BACK LANE44,On,792.45,13.21,7/9/2020,Yes,807.91,12.10,3.248,21.59,93.24,93.24,5594.3,5594.3
-86.18950343,40.98256653,AULT,HOME,BACK LANE44,On,905.01,15.08,7/9/2020,Yes,807.88,12.40,3.250,21.59,106.41,106.41,6384.5,6384.5
-86.18952051,40.98256645,AULT,HOME,BACK LANE44,On,876.48,14.61,7/9/2020,Yes,807.88,12.40,3.255,21.62,102.74,102.74,6164.5,6164.5
-86.18953748,40.98256653,AULT,HOME,BACK LANE44,On,876.49,14.61,7/9/2020,Yes,807.85,12.10,3.255,21.66,102.56,102.56,6153.3,6153.3
-86.18955495,40.98256631,AULT,HOME,BACK LANE44,On,1004.0,16.73,7/9/2020,Yes,807.80,12.50,3.239,21.76,117.54,117.54,7052.5,7052.5
-86.18957207,40.98256615,AULT,HOME,BACK LANE44,On,855.33,14.26,7/9/2020,Yes,807.83,12.80,3.284,21.72,98.95,98.95,5937.2,5937.2
-86.18958956,40.98256575,AULT,HOME,BACK LANE44,On,997.85,16.63,7/9/2020,Yes,807.82,12.50,3.235,21.70,117.30,117.30,7038.3,7038.3
-86.18960690,40.98256547,AULT,HOME,BACK LANE44,On,918.33,15.31,7/9/2020,Yes,807.87,12.30,3.257,21.58,107.79,107.79,6467.1,6467.1
-86.18962413,40.98256570,AULT,HOME,BACK LANE44,On,955.87,15.93,7/9/2020,Yes,807.85,12.40,3.277,21.50,111.93,111.93,6715.7,6715.7
-86.18964125,40.98256554,AULT,HOME,BACK LANE44,On,914.26,15.24,7/9/2020,Yes,807.93,12.80,3.244,21.66,107.38,107.38,6442.6,6442.6
-86.18965840,40.98256547,AULT,HOME,BACK LANE44,On,1031.2,17.19,7/9/2020,Yes,807.95,12.20,3.286,21.70,119.31,119.31,7158.9,7158.9
-86.18967579,40.98256540,AULT,HOME,BACK LANE44,On,1050.0,17.50,7/9/2020,Yes,807.88,11.90,3.311,21.77,120.17,120.17,7209.9,7209.9
-86.18971031,40.98256564,AULT,HOME,BACK LANE44,On,571.15,9.519,7/9/2020,Yes,807.86,12.50,3.279,21.95,65.47,65.47,3927.9,3927.9
-86.18972742,40.98256570,AULT,HOME,BACK LANE44,On,774.97,12.92,7/9/2020,Yes,807.84,12.40,3.244,22.10,89.19,89.19,5351.6,5351.6
-86.18974456,40.98256597,AULT,HOME,BACK LANE44,On,1091.6,18.19,7/9/2020,Yes,807.81,12.30,3.241,22.20,125.13,125.13,7507.9,7507.9
-86.18976179,40.98256612,AULT,HOME,BACK LANE44,On,1081.0,18.02,7/9/2020,Yes,807.80,12.60,3.273,22.48,121.23,121.23,7274.1,7274.1
-86.18977892,40.98256631,AULT,HOME,BACK LANE44,On,1068.1,17.80,7/9/2020,Yes,807.80,12.80,3.248,22.71,119.47,119.47,7168.4,7168.4
-86.18979609,40.98256639,AULT,HOME,BACK LANE44,On,862.51,14.38,7/9/2020,Yes,807.78,12.50,3.250,22.90,95.60,95.60,5736.0,5736.0
-86.18981301,40.98256653,AULT,HOME,BACK LANE44,On,531.06,8.851,7/9/2020,Yes,807.86,11.90,3.261,23.03,58.33,58.33,3499.6,3499.6
-86.18982485,40.98256655,AULT,HOME,BACK LANE44,On,248.73,4.146,7/9/2020,Yes,807.85,11.90,2.590,23.17,34.19,34.19,2051.2,2051.2
-86.18984301,40.98256547,AULT,HOME,BACK LANE44,On,653.36,10.89,7/9/2020,Yes,807.86,13.40,2.774,22.83,85.10,85.10,5106.1,5106.1
-86.18985846,40.98256560,AULT,HOME,BACK LANE44,On,733.26,12.22,7/9/2020,Yes,807.85,13.10,2.848,22.93,92.66,92.66,5559.6,5559.6
-86.18987387,40.98256587,AULT,HOME,BACK LANE44,On,732.86,12.21,7/9/2020,Yes,807.84,12.60,2.901,23.03,90.50,90.50,5429.7,5429.7
-86.18988945,40.98256603,AULT,HOME,BACK LANE44,On,823.12,13.72,7/9/2020,Yes,807.83,12.80,2.917,23.18,100.45,100.45,6027.0,6027.0
-86.18990606,40.98256587,AULT,HOME,BACK LANE44,On,753.91,12.57,7/9/2020,Yes,807.75,13.20,3.062,23.29,87.22,87.22,5233.0,5233.0
-86.18992055,40.98256595,AULT,HOME,BACK LANE44,On,957.50,15.96,7/9/2020,Yes,807.77,12.80,2.848,23.28,119.16,119.16,7149.3,7149.3
-86.18993542,40.98256589,AULT,HOME,BACK LANE44,On,838.47,13.97,7/9/2020,Yes,807.62,12.50,2.827,23.35,104.76,104.76,6285.7,6285.7
-86.18995023,40.98256591,AULT,HOME,BACK LANE44,On,954.29,15.90,7/9/2020,Yes,807.64,12.70,2.794,23.36,120.63,120.63,7237.8,7237.8
-86.18996553,40.98256603,AULT,HOME,BACK LANE44,On,820.18,13.67,7/9/2020,Yes,807.56,12.90,2.852,23.40,101.39,101.39,6083.6,6083.6
-86.18998041,40.98256621,AULT,HOME,BACK LANE44,On,823.17,13.72,7/9/2020,Yes,807.54,12.60,2.816,23.48,102.69,102.69,6161.7,6161.7
-86.18999513,40.98256591,AULT,HOME,BACK LANE44,On,801.56,13.36,7/9/2020,Yes,807.54,12.40,2.785,23.59,100.66,100.66,6039.6,6039.6
-86.19000961,40.98256582,AULT,HOME,BACK LANE44,On,793.31,13.22,7/9/2020,Yes,807.51,12.80,2.796,23.52,99.50,99.50,5970.1,5970.1
-86.19002472,40.98256564,AULT,HOME,BACK LANE44,On,815.54,13.59,7/9/2020,Yes,807.54,13.00,2.821,23.50,101.48,101.48,6089.0,6089.0
-86.19003977,40.98256576,AULT,HOME,BACK LANE44,On,855.67,14.26,7/9/2020,Yes,807.47,12.80,2.794,23.47,107.63,107.63,6458.1,6458.1
-86.19005442,40.98256574,AULT,HOME,BACK LANE44,On,805.16,13.42,7/9/2020,Yes,807.47,12.50,2.796,23.57,100.81,100.81,6048.3,6048.3
-86.19006936,40.98256562,AULT,HOME,BACK LANE44,On,882.60,14.71,7/9/2020,Yes,807.50,13.00,2.823,23.60,109.30,109.30,6557.9,6557.9
-86.19008415,40.98256556,AULT,HOME,BACK LANE44,On,882.60,14.71,7/9/2020,Yes,807.47,13.00,2.787,23.64,110.50,110.50,6630.1,6630.1
-86.19009920,40.98256538,AULT,HOME,BACK LANE44,On,803.72,13.40,7/9/2020,Yes,807.48,13.10,2.821,23.70,99.18,99.18,5950.9,5950.9
-86.19011457,40.98256545,AULT,HOME,BACK LANE44,On,901.75,15.03,7/9/2020,Yes,807.38,12.60,2.861,23.74,109.55,109.55,6572.7,6572.7
-86.19012994,40.98256547,AULT,HOME,BACK LANE44,On,833.66,13.89,7/9/2020,Yes,807.38,12.50,2.901,23.87,99.29,99.29,5957.5,5957.5
-86.19014535,40.98256561,AULT,HOME,BACK LANE44,On,1005.2,16.75,7/9/2020,Yes,807.42,12.80,2.886,24.03,119.62,119.62,7176.9,7176.9
-86.19016046,40.98256579,AULT,HOME,BACK LANE44,On,929.82,15.50,7/9/2020,Yes,807.36,13.00,2.886,24.25,109.63,109.63,6577.7,6577.7
-86.19017596,40.98256581,AULT,HOME,BACK LANE44,On,931.13,15.52,7/9/2020,Yes,807.29,12.40,2.926,24.48,107.27,107.27,6436.2,6436.2
-86.19019137,40.98256611,AULT,HOME,BACK LANE44,On,961.79,16.03,7/9/2020,Yes,807.25,12.40,2.897,24.64,111.15,111.15,6669.3,6669.3
-86.19020659,40.98256633,AULT,HOME,BACK LANE44,On,960.46,16.01,7/9/2020,Yes,807.27,12.90,2.899,24.98,109.43,109.43,6565.8,6565.8
-86.19022181,40.98256650,AULT,HOME,BACK LANE44,On,865.15,14.42,7/9/2020,Yes,807.31,13.00,2.892,25.27,97.65,97.65,5858.7,5858.7
-86.19023737,40.98256656,AULT,HOME,BACK LANE44,On,1003.7,16.73,7/9/2020,Yes,807.26,12.60,2.919,25.64,110.62,110.62,6637.3,6637.3
-86.19025289,40.98256665,AULT,HOME,BACK LANE44,On,999.32,16.66,7/9/2020,Yes,807.21,12.50,2.877,25.99,110.25,110.25,6615.2,6615.2
-86.19026816,40.98256677,AULT,HOME,BACK LANE44,On,1056.8,17.61,7/9/2020,Yes,807.17,12.90,2.919,26.44,112.97,112.97,6778.1,6778.1
-86.19028359,40.98256674,AULT,HOME,BACK LANE44,On,964.38,16.07,7/9/2020,Yes,807.24,12.90,2.899,26.91,101.99,101.99,6119.1,6119.1
-86.19029908,40.98256653,AULT,HOME,BACK LANE44,On,995.89,16.60,7/9/2020,Yes,807.13,12.50,2.899,27.31,103.77,103.77,6226.5,6226.5
-86.19031480,40.98256630,AULT,HOME,BACK LANE44,On,1062.7,17.71,7/9/2020,Yes,807.11,12.30,2.915,27.65,108.79,108.79,6527.4,6527.4
-86.19032995,40.98256599,AULT,HOME,BACK LANE44,On,1109.1,18.48,7/9/2020,Yes,807.12,12.80,2.917,28.10,111.63,111.63,6697.7,6697.7
-86.19034534,40.98256538,AULT,HOME,BACK LANE44,On,1099.4,18.32,7/9/2020,Yes,807.10,12.80,2.888,28.51,110.16,110.16,6609.6,6609.6
-86.19036079,40.98256460,AULT,HOME,BACK LANE44,On,1162.5,19.38,7/9/2020,Yes,807.10,12.30,2.926,28.91,113.38,113.38,6802.8,6802.8
-86.19037617,40.98256410,AULT,HOME,BACK LANE44,On,1074.7,17.91,7/9/2020,Yes,807.13,12.20,2.890,29.29,104.73,104.73,6283.5,6283.5
-86.19039147,40.98256333,AULT,HOME,BACK LANE44,On,1218.5,20.31,7/9/2020,Yes,807.13,12.70,2.888,29.81,116.76,116.76,7005.6,7005.6
-86.19040698,40.98256245,AULT,HOME,BACK LANE44,On,1027.2,17.12,7/9/2020,Yes,807.13,12.80,2.926,30.18,95.98,95.98,5758.7,5758.7
-86.19042255,40.98256138,AULT,HOME,BACK LANE44,On,1101.4,18.36,7/9/2020,Yes,807.11,12.60,2.933,30.52,101.52,101.52,6090.9,6090.9
-86.19043794,40.98256029,AULT,HOME,BACK LANE44,On,1233.7,20.56,7/9/2020,Yes,807.15,12.60,2.890,30.80,114.33,114.33,6859.7,6859.7
-86.19045358,40.98255916,AULT,HOME,BACK LANE44,On,1313.0,21.88,7/9/2020,Yes,807.06,12.70,2.919,31.08,119.40,119.40,7164.2,7164.2
-86.19046879,40.98255764,AULT,HOME,BACK LANE44,On,1316.7,21.94,7/9/2020,Yes,807.10,13.10,2.901,31.35,119.44,119.44,7166.1,7166.1
-86.19048424,40.98255631,AULT,HOME,BACK LANE44,On,1245.0,20.75,7/9/2020,Yes,807.06,12.80,2.910,31.44,112.26,112.26,6735.6,6735.6
-86.19049957,40.98255510,AULT,HOME,BACK LANE44,On,1306.2,21.77,7/9/2020,Yes,807.03,12.50,2.888,31.62,118.01,118.01,7080.5,7080.5
-86.19051505,40.98255394,AULT,HOME,BACK LANE44,On,1284.0,21.40,7/9/2020,Yes,807.03,12.20,2.888,31.79,115.38,115.38,6922.7,6922.7
-86.19053052,40.98255282,AULT,HOME,BACK LANE44,On,1198.4,19.97,7/9/2020,Yes,807.02,12.50,2.935,31.98,105.33,105.33,6319.6,6319.6
-86.19054562,40.98255191,AULT,HOME,BACK LANE44,On,1315.7,21.93,7/9/2020,Yes,806.99,12.60,2.897,32.18,116.44,116.44,6986.1,6986.1
-86.19056142,40.98255088,AULT,HOME,BACK LANE44,On,1298.4,21.64,7/9/2020,Yes,807.03,12.50,2.879,32.46,114.63,114.63,6878.0,6878.0
-86.19057666,40.98255012,AULT,HOME,BACK LANE44,On,1183.2,19.72,7/9/2020,Yes,807.03,12.50,2.926,32.70,102.02,102.02,6121.1,6121.1
-86.19059215,40.98254926,AULT,HOME,BACK LANE44,On,1119.3,18.65,7/9/2020,Yes,807.03,12.80,2.899,33.04,96.39,96.39,5783.4,5783.4
-86.19060754,40.98254867,AULT,HOME,BACK LANE44,On,1154.5,19.24,7/9/2020,Yes,806.99,12.90,2.915,33.33,98.03,98.03,5881.8,5881.8
-86.19062282,40.98254776,AULT,HOME,BACK LANE44,On,1236.8,20.61,7/9/2020,Yes,806.96,12.60,2.886,33.75,104.76,104.76,6285.6,6285.6
-86.19063830,40.98254678,AULT,HOME,BACK LANE44,On,1062.9,17.71,7/9/2020,Yes,806.90,12.40,2.897,34.11,88.75,88.75,5324.8,5324.8
-86.19065373,40.98254569,AULT,HOME,BACK LANE44,On,1296.0,21.60,7/9/2020,Yes,806.93,12.30,2.886,34.49,107.44,107.44,6446.4,6446.4
-86.19066906,40.98254433,AULT,HOME,BACK LANE44,On,1149.2,19.15,7/9/2020,Yes,806.86,12.70,2.924,34.81,93.15,93.15,5589.0,5589.0
-86.19068343,40.98254272,AULT,HOME,BACK LANE44,On,1136.4,18.94,7/9/2020,Yes,806.83,12.70,2.843,35.00,94.21,94.21,5652.8,5652.8
-86.19069565,40.98254100,AULT,HOME,BACK LANE44,On,1258.5,20.97,7/9/2020,Yes,806.88,12.50,2.420,35.00,122.56,122.56,7353.6,7353.6
-86.19070822,40.98253917,AULT,HOME,BACK LANE44,On,1139.2,18.99,7/9/2020,Yes,806.87,12.50,2.376,35.00,113.03,113.03,6782.1,6782.1
-86.19072033,40.98253734,AULT,HOME,BACK LANE44,On,1208.1,20.14,7/9/2020,Yes,806.81,12.50,2.349,35.00,121.24,121.24,7274.7,7274.7
-86.19073270,40.98253593,AULT,HOME,BACK LANE44,On,1130.5,18.84,7/9/2020,Yes,806.93,12.80,2.398,34.93,111.36,111.36,6681.4,6681.4
-86.19074513,40.98253429,AULT,HOME,BACK LANE44,On,1095.8,18.26,7/9/2020,Yes,806.90,12.70,2.329,35.00,110.92,110.92,6655.3,6655.3
-86.19075745,40.98253282,AULT,HOME,BACK LANE44,On,1106.7,18.45,7/9/2020,Yes,806.87,12.50,2.340,35.00,111.49,111.49,6689.4,6689.4
-86.19076982,40.98253148,AULT,HOME,BACK LANE44,On,1101.6,18.36,7/9/2020,Yes,806.85,12.70,2.373,35.00,109.40,109.40,6564.2,6564.2
-86.19078235,40.98253040,AULT,HOME,BACK LANE44,On,1026.0,17.10,7/9/2020,Yes,806.87,12.90,2.371,35.00,101.99,101.99,6119.4,6119.4
-86.19079485,40.98252935,AULT,HOME,BACK LANE44,On,1025.0,17.08,7/9/2020,Yes,806.92,12.90,2.342,35.00,103.16,103.16,6189.5,6189.5
